intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes
1790000,0.006507671053588308,0.7246963562753036,0.006507671053588308,0.006663396777165006,3.111731843575419,3.0,2.1711225157442087,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb/,GCA_034087245.1 Sodaliphilus sp.,3e9101febf6a76109ab1617242518cb1,0.7246963562753036,1790000,10,248240000,-,SRR11126365,8bc4d485,275060000,51,DNA,10000,27506,True,0.9059953986697474,0.9937061148822813,0.9498507567760144,0.9937061148822813,False,557,18094,83591
1760000,0.0063986039409583365,0.7892376681614349,0.0063986039409583365,0.01887763036690553,8.965909090909092,9.0,3.6476918718191556,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb/,GCA_004557075.1 Clostridiales bacterium,bfdde4b8cc2210a6b86c978369801b02,0.7892376681614349,1760000,11,246480000,-,SRR11126365,8bc4d485,275060000,51,DNA,10000,27506,True,0.9056951942447079,0.9953698157142362,0.9505325049794721,0.9953698157142362,False,1578,19672,83591
1730000,0.006289536828328364,0.8084112149532711,0.006289536828328364,0.02046871074637222,9.890173410404625,9.0,3.794514823333189,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb/,GCA_945918265.1 uncultured Anaeromassilibacillus sp.,53be0570068a5a855cc7abb2f5699083,0.8084112149532711,1730000,12,244750000,-,SRR11126365,8bc4d485,275060000,51,DNA,10000,27506,True,0.905389930513505,0.9958384007986036,0.9506141656560543,0.9958384007986036,False,1711,21383,83591
1690000,0.006144114011488402,0.845,0.006144114011488402,0.005096242418442177,2.5207100591715976,2.0,1.5349527579664313,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb/,GCA_022772465.1 Selenomonadales bacterium,5c323143f9cf35e61671f9f643b1e65b,0.845,1690000,13,243060000,-,SRR11126365,8bc4d485,275060000,51,DNA,10000,27506,True,0.9049747379455338,0.9967031201804895,0.9508389290630117,0.9967031201804895,False,426,21809,83591
1570000,0.005707845560968516,0.9127906976744186,0.005707845560968516,0.024775394480267013,13.19108280254777,14.0,6.123083355871669,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb/,GCF_037236875.1 Methanobrevibacter smithii,a9d205b0d7d20bb8f6c4265f27ec859a,0.9127906976744186,1570000,14,241490000,-,SRR11126365,8bc4d485,275060000,51,DNA,10000,27506,True,0.9036687395989466,0.998212410009041,0.9509405748039939,0.998212410009041,False,2071,23880,83591
1520000,0.005526067039918563,0.4198895027624309,0.005526067039918563,0.003158234738189518,1.736842105263158,1.0,1.024289497685714,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb/,GCA_034102685.1 Blautia sp.,cc0686f38dcf3e17b09f067afe7777af,0.4198895027624309,1520000,15,239970000,-,SRR11126365,8bc4d485,275060000,51,DNA,10000,27506,True,0.9030954412187729,0.9831289628242815,0.9431122020215272,0.9831289628242815,False,264,24144,83591
1500000,0.005453355631498582,0.78125,0.005453355631498582,0.011005969542175593,6.133333333333334,6.0,3.4480268109295333,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb/,GCA_028725505.1 Christensenellaceae bacterium,cd0ae9eb112f4477dec05d4831f27a7f,0.78125,1500000,16,238470000,-,SRR11126365,8bc4d485,275060000,51,DNA,10000,27506,True,0.9028609284591398,0.9951713021421688,0.9490161153006542,0.9951713021421688,False,920,25064,83591
1480000,0.005380644223078601,0.8705882352941177,0.005380644223078601,0.02024141354930555,11.432432432432432,11.5,5.06199693818471,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb/,GCA_945867805.1 uncultured Lactobacillus sp.,0dea88c67bbba2f530e4de27c5ecb602,0.8705882352941177,1480000,17,236990000,-,SRR11126365,8bc4d485,275060000,51,DNA,10000,27506,True,0.9026233299123793,0.9972863129728041,0.9499548214425917,0.9972863129728041,False,1692,26756,83591
1440000,0.005235221406238639,0.698019801980198,0.005126154293608667,0.009725927432379084,5.76595744680851,2.0,27.494844983724505,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb/,GCF_901971765.1 Limosilactobacillus reuteri,99f19c489e75f7053521b4edf3439aa3,0.7128712871287128,1410000,18,235580000,-,SRR11126365,8bc4d485,275060000,51,DNA,10000,27506,True,0.9021385394938868,0.9933856112686792,0.947762075381283,0.9933856112686792,False,813,27569,83591
1380000,0.0050170871809786955,0.7157894736842105,0.004944375772558714,0.006208802383031666,3.8161764705882355,4.0,2.4320235035458246,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb/,GCA_004555305.1 Clostridiales bacterium,3e8e2dcc28dd6cd09ca270d586a2a8fc,0.7263157894736842,1360000,19,234220000,-,SRR11126365,8bc4d485,275060000,51,DNA,10000,27506,True,0.9013860168932963,0.993749607891465,0.9475678123923807,0.993749607891465,False,519,28088,83591
1320000,0.004798952955718752,0.5136186770428015,0.004798952955718752,0.0037563852567860175,2.378787878787879,2.0,1.5498304063148087,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb/,GCA_959025995.1 uncultured Eubacteriales bacterium,548268df68e73c38709bdeaddff6d5f2,0.5136186770428015,1320000,20,232900000,-,SRR11126365,8bc4d485,275060000,51,DNA,10000,27506,True,0.9006007082561287,0.9870207669824285,0.9438107376192786,0.9870207669824285,False,314,28402,83591
1280000,0.00465353013887879,0.45390070921985815,0.00465353013887879,0.0029070115203789883,1.8984375,2.0,1.1169143022603614,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb/,GCA_034089605.1 Prevotella sp.,5ee9d2b7371afb4c18b6221782c93a15,0.45390070921985815,1280000,21,231620000,-,SRR11126365,8bc4d485,275060000,51,DNA,10000,27506,True,0.9000574804377267,0.984631538353989,0.9423445093958578,0.984631538353989,False,243,28645,83591
1280000,0.00465353013887879,0.7619047619047619,0.00465353013887879,0.005024464356210597,3.28125,3.0,1.9523123309296595,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb/,GCA_029224385.1 Clostridiales bacterium,c033d56ab5a356f692a081be41abe14f,0.7619047619047619,1280000,22,230340000,-,SRR11126365,8bc4d485,275060000,51,DNA,10000,27506,True,0.9000574804377267,0.9946821564225912,0.9473698184301589,0.9946821564225912,False,420,29065,83591
1280000,0.00465353013887879,0.4942084942084942,0.00465353013887879,0.002883085499635128,1.8828125,1.5,1.1293049144689622,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb/,GCA_034167735.1 Candidatus Cryptobacteroides sp.,7c3795d2946b4f7abac623d17f513a33,0.4942084942084942,1280000,23,229060000,-,SRR11126365,8bc4d485,275060000,51,DNA,10000,27506,True,0.9000574804377267,0.986275487159326,0.9431664837985263,0.986275487159326,False,241,29306,83591
1180000,0.004289973096778884,0.5812807881773399,0.004289973096778884,0.0045220179205895375,3.2033898305084745,2.0,8.079645194880207,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb/,GCF_009695905.1 Mogibacterium kristiansenii,ea1ed11570f58bda50bf859a86675e88,0.5812807881773399,1180000,24,227880000,-,SRR11126365,8bc4d485,275060000,51,DNA,10000,27506,True,0.8986230217651235,0.9894187063365895,0.9440208640508565,0.9894187063365895,False,378,29684,83591
1180000,0.004289973096778884,0.47580645161290325,0.004289973096778884,0.004641648024308837,3.288135593220339,3.0,3.9167214214798176,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb/,GCA_945918835.1 uncultured Clostridia bacterium,c218908f9bec139df00c3e97a0571ac2,0.47580645161290325,1180000,25,226700000,-,SRR11126365,8bc4d485,275060000,51,DNA,10000,27506,True,0.8986230217651235,0.9855419261904533,0.9420824739777884,0.9855419261904533,False,388,30072,83591
1170000,0.004253617392568894,0.585,0.004253617392568894,0.0028591594788912682,2.0427350427350426,2.0,1.1124252583606116,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb/,GCA_959596355.1 uncultured Bacteroidales bacterium,40b386fb03218f0859b6fa7845abcb21,0.585,1170000,26,225530000,-,SRR11126365,8bc4d485,275060000,51,DNA,10000,27506,True,0.8984730754205053,0.9895424481160207,0.944007761768263,0.9895424481160207,False,239,30311,83591
1160000,0.004217261688358904,0.46215139442231074,0.004217261688358904,0.002572047229964948,1.853448275862069,1.0,1.2815286557859233,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb/,GCA_946011595.1 uncultured Clostridia bacterium,a4ad09c8549194f5e35dc461380aae10,0.46215139442231074,1160000,27,224370000,-,SRR11126365,8bc4d485,275060000,51,DNA,10000,27506,True,0.8983218673105251,0.9849793882270865,0.9416506277688058,0.9849793882270865,False,215,30526,83591
1160000,0.004217261688358904,0.3549382716049383,0.004180905984148913,0.004474165879101817,3.252173913043478,2.0,7.687192599168488,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb/,GCF_002160145.1 Gemmiger sp. An194,85a5433efa5f7d772d1ec731a53b5684,0.35802469135802467,1150000,28,223220000,-,SRR11126365,8bc4d485,275060000,51,DNA,10000,27506,True,0.8983218673105251,0.980061199038983,0.939191533174754,0.980061199038983,False,374,30900,83591
1150000,0.004180905984148913,0.48936170212765956,0.004180905984148913,0.0036606811738105777,2.6608695652173915,2.0,2.1259758128680133,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb/,GCF_012843815.1 Enterococcus cecorum,0a0936b3c0f0cd8f0b78da2b41f8a94c,0.48936170212765956,1150000,29,222070000,-,SRR11126365,8bc4d485,275060000,51,DNA,10000,27506,True,0.8981693758020646,0.9860849109690032,0.9421271433855338,0.9860849109690032,False,306,31206,83591
1110000,0.004035483167308951,0.5577889447236181,0.004035483167308951,0.0038162003086456677,2.873873873873874,2.0,2.486421202955488,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb/,GCA_034090225.1 Oscillospiraceae bacterium,4ba2f367f8b0911b311892687a47e863,0.5577889447236181,1110000,30,220960000,-,SRR11126365,8bc4d485,275060000,51,DNA,10000,27506,True,0.8975461229928503,0.9886187013905164,0.9430824121916834,0.9886187013905164,False,319,31525,83591
1110000,0.004035483167308951,0.5967741935483871,0.004035483167308951,0.005060353387326387,3.810810810810811,4.0,1.961400095232184,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb/,GCA_034177245.1 Collinsella sp.,484681ab5440d50261a0034fb5701fb5,0.5967741935483871,1110000,31,219850000,-,SRR11126365,8bc4d485,275060000,51,DNA,10000,27506,True,0.8975461229928503,0.9899291623298722,0.9437376426613613,0.9899291623298722,False,423,31948,83591
1110000,0.004035483167308951,0.5162790697674419,0.004035483167308951,0.010036965702049264,7.558558558558558,4.0,8.429554063296013,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb/,GCA_945875105.1 uncultured Clostridia bacterium,7035e1ce9325ce2f0e8d23c095154b4d,0.5162790697674419,1110000,32,218740000,-,SRR11126365,8bc4d485,275060000,51,DNA,10000,27506,True,0.8975461229928503,0.9871207579375334,0.9423334404651919,0.9871207579375334,False,839,32787,83591
1080000,0.0039264160546789795,0.34838709677419355,0.0039264160546789795,0.0025600842195930185,1.9814814814814814,2.0,1.2017077468820463,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb/,GCA_945872575.1 uncultured Lachnospiraceae bacterium,8f938e29f5080075e93e1809bc38554e,0.34838709677419355,1080000,33,217660000,-,SRR11126365,8bc4d485,275060000,51,DNA,10000,27506,True,0.8970640594939774,0.9795369537965092,0.9383005066452432,0.9795369537965092,False,214,33001,83591
1070000,0.0038900603504689888,0.601123595505618,0.0038900603504689888,0.005144094459929896,4.018691588785047,3.0,2.4759829858066507,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb/,GCA_022776725.1 Ruminococcus sp.,4b0a82998bb367fdeb1634aee9be2607,0.601123595505618,1070000,34,216590000,-,SRR11126365,8bc4d485,275060000,51,DNA,10000,27506,True,0.896900450060214,0.9900701257888541,0.9434852879245341,0.9900701257888541,False,430,33431,83591
1030000,0.0037446375336290263,0.6688311688311688,0.0037446375336290263,0.0038999413812491777,3.1650485436893203,3.0,1.7128701138059836,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb/,GCA_034091295.1 Erysipelotrichaceae bacterium,fa0f725fe4fcbb74bfb6b297955eeb7a,0.6688311688311688,1030000,35,215560000,-,SRR11126365,8bc4d485,275060000,51,DNA,10000,27506,True,0.8962306655837138,0.9921442811823831,0.9441874733830484,0.9921442811823831,False,326,33757,83591
1030000,0.0037446375336290263,0.4577777777777778,0.0037446375336290263,0.0023447500328982783,1.9029126213592233,1.0,1.484643483775944,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb/,GCA_004557745.1 Phascolarctobacterium sp.,254e0bb28adc26ec5b16c1761b413921,0.4577777777777778,1030000,36,214530000,-,SRR11126365,8bc4d485,275060000,51,DNA,10000,27506,True,0.8962306655837138,0.984795761424742,0.9405132135042279,0.984795761424742,False,196,33953,83591
1030000,0.0037446375336290263,0.42857142857142855,0.003708281829419036,0.0169515856970248,13.892156862745098,14.0,5.291330057680739,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb/,GCA_004554345.1 Ruminococcus sp.,de2bfa74fea92f0c70fdb028b56f79b9,0.4327731092436975,1020000,37,213510000,-,SRR11126365,8bc4d485,275060000,51,DNA,10000,27506,True,0.8962306655837138,0.9837117262405279,0.9399711959121209,0.9837117262405279,False,1417,35370,83591
1000000,0.003635570420999055,0.2247191011235955,0.003635570420999055,0.001579117369094759,1.32,1.0,0.6462197768561405,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb/,GCF_012843405.1 Rhodococcus sp. BL-253-APC-6A1W,f0734c7505c471114b4c98f7957511ff,0.2247191011235955,1000000,38,212510000,-,SRR11126365,8bc4d485,275060000,51,DNA,10000,27506,True,0.8957113748100121,0.9711516639379514,0.9334315193739817,0.9711516639379514,False,132,35502,83591
990000,0.003599214716789064,0.2861271676300578,0.003599214716789064,0.0023327870225263486,1.9696969696969697,2.0,1.201468339490849,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb/,GCA_021771755.1 Lachnospiraceae bacterium,c1e6c379b8db3a03feaa0c85b75baa0d,0.2861271676300578,990000,39,211520000,-,SRR11126365,8bc4d485,275060000,51,DNA,10000,27506,True,0.8955348784729183,0.9757628875245729,0.9356488829987456,0.9757628875245729,False,195,35697,83591
960000,0.0034901476041590924,0.4155844155844156,0.0034901476041590924,0.001985859721740379,1.7291666666666667,1.0,1.0356073768030474,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb/,GCA_034117885.1 Oscillospiraceae bacterium,eff00f964210ec86d5f38034c73aae46,0.4155844155844156,960000,40,210560000,-,SRR11126365,8bc4d485,275060000,51,DNA,10000,27506,True,0.8949947062813178,0.9829303170512066,0.9389625116662622,0.9829303170512066,False,166,35863,83591
940000,0.0034174361957391114,0.5433526011560693,0.0034174361957391114,0.0019260446698807288,1.7127659574468086,1.0,1.0171125215010854,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb/,GCA_022775805.1 Clostridiales bacterium,644ed1c7484e1e78a0ab4ad2bc8f5b26,0.5433526011560693,940000,41,209620000,-,SRR11126365,8bc4d485,275060000,51,DNA,10000,27506,True,0.8946253180249915,0.9881105232941918,0.9413679206595916,0.9881105232941918,False,161,36024,83591
900000,0.0032720133788991493,0.35294117647058826,0.0032720133788991493,0.0027156033544281084,2.522222222222222,1.0,6.066717541504223,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb/,GCF_009695655.1 Sharpea porci,1eff2ffec3c6486904339aaa301836cc,0.35294117647058826,900000,42,208720000,-,SRR11126365,8bc4d485,275060000,51,DNA,10000,27506,True,0.8938628415239219,0.9797864255189593,0.9368246335214406,0.9797864255189593,False,227,36251,83591
1010000,0.0036719261252090452,0.356,0.0032356576746891586,0.004270794702779007,4.01123595505618,1.0,9.154718046852068,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb/,GCA_004557415.1 Clostridiales bacterium,daecc19480b071b4a87cd55217b9f88b,0.404,890000,43,207830000,-,SRR11126365,8bc4d485,275060000,51,DNA,10000,27506,True,0.8958861492027875,0.9823855992779152,0.9391358742403514,0.9823855992779152,False,357,36608,83591
880000,0.0031993019704791683,0.4971751412429379,0.0031993019704791683,0.001854266607649149,1.7613636363636365,1.0,1.1179762375688471,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb/,GCA_945787945.1 uncultured Solobacterium sp.,b2647b3ba974f742c1829299c276269f,0.4971751412429379,880000,44,206950000,-,SRR11126365,8bc4d485,275060000,51,DNA,10000,27506,True,0.8934690527849938,0.9863912339531449,0.9399301433690693,0.9863912339531449,False,155,36763,83591
870000,0.0031629462662691775,0.5612903225806452,0.0031629462662691775,0.0021294158462035386,2.045977011494253,2.0,1.2120851794449716,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb/,GCA_945868815.1 uncultured Peptococcaceae bacterium,0cb46e1ff6af7fa439c6d6212febd38c,0.5612903225806452,870000,45,206080000,-,SRR11126365,8bc4d485,275060000,51,DNA,10000,27506,True,0.8932688558831383,0.9887400108962822,0.9410044333897103,0.9887400108962822,False,178,36941,83591
3230000,0.011742892459826947,0.17916666666666667,0.0031265905620591872,0.001674821452070199,1.627906976744186,1.0,0.915582310931606,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb/,GCA_003464885.1 Escherichia coli,27f464b6d5e66650c1d07f498b704258,0.6729166666666667,860000,46,205220000,-,SRR11126365,8bc4d485,275060000,51,DNA,10000,27506,True,0.9165421721609271,0.992262758716346,0.9544024654386365,0.992262758716346,False,140,37081,83591
890000,0.0032356576746891586,0.2103960396039604,0.0030902348578491965,0.0014714502757473891,1.4470588235294117,1.0,0.8332202922176835,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb/,GCA_945911275.1 uncultured bacterium,98fb24ca66e68e111611bf363a367ff3,0.2202970297029703,850000,47,204370000,-,SRR11126365,8bc4d485,275060000,51,DNA,10000,27506,True,0.8936670316364606,0.9707732853484853,0.932220158492473,0.9707732853484853,False,123,37204,83591
850000,0.0030902348578491965,0.20437956204379562,0.003053879153639206,0.0017107104831859889,1.7023809523809523,1.0,2.103170859535452,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb/,GCF_040097585.1 Ruthenibacterium lactatiformans,9f1b4756964b354f345dda1f114bb2de,0.20681265206812652,840000,48,203530000,-,SRR11126365,8bc4d485,275060000,51,DNA,10000,27506,True,0.8928616030481294,0.9695717278080686,0.931216665428099,0.9695717278080686,False,143,37347,83591
810000,0.0029448120410092344,0.2773972602739726,0.0029448120410092344,0.001567154358722829,1.617283950617284,1.0,1.1062995959120914,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb/,GCA_945928315.1 uncultured Clostridia bacterium,d129b89b9f90a0712f8fdd798de989bb,0.2773972602739726,810000,49,202720000,-,SRR11126365,8bc4d485,275060000,51,DNA,10000,27506,True,0.8920181231668434,0.9751702299689639,0.9335941765679037,0.9751702299689639,False,131,37478,83591
810000,0.0029448120410092344,0.313953488372093,0.0029448120410092344,0.001423598234259669,1.4691358024691359,1.0,0.7384738977154657,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb/,GCF_001552415.1 Corynebacterium xerosis NBRC 16721 = ATCC 373,f6f82d42c2a5fb65b58e8f843c1a2117,0.313953488372093,810000,50,201910000,-,SRR11126365,8bc4d485,275060000,51,DNA,10000,27506,True,0.8920181231668434,0.9775401724913801,0.9347791478291118,0.9775401724913801,False,119,37597,83591
800000,0.0029084563367992437,0.4340659340659341,0.0028721006325892534,0.0027873814166596883,2.949367088607595,2.0,2.1868347982566507,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb/,GCF_022772665.1 Eubacterium coprostanoligenes,66c3e8ffbecfbc30392216fcd1363d59,0.43956043956043955,790000,51,201120000,-,SRR11126365,8bc4d485,275060000,51,DNA,10000,27506,True,0.8918008729017168,0.984011932056752,0.9379064024792344,0.984011932056752,False,233,37830,83591
780000,0.0028357449283792626,0.3880597014925373,0.0028357449283792626,0.0022131569188070487,2.371794871794872,2.0,2.069986834833487,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb/,GCA_945828095.1 uncultured Clostridia bacterium,ab6dc0a33776ce8604317cb1fa417d91,0.3880597014925373,780000,52,200340000,-,SRR11126365,8bc4d485,275060000,51,DNA,10000,27506,True,0.8913582681976714,0.9816104816863847,0.936484374942028,0.9816104816863847,False,185,38015,83591
800000,0.0029084563367992437,0.2459016393442623,0.002726677815749291,0.0012321900683087892,1.3733333333333333,1.0,0.6687965975458374,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb/,GCF_021531955.1 Pseudoflavonifractor phocaeensis,3e4e037ab5ce2cc811975ae0d24e036d,0.26229508196721313,750000,53,199590000,-,SRR11126365,8bc4d485,275060000,51,DNA,10000,27506,True,0.8918008729017168,0.9741004150341697,0.9329506439679432,0.9741004150341697,False,103,38118,83591
730000,0.00265396640732931,0.19241192411924118,0.002581254998909329,0.0013159311409122992,1.5492957746478873,1.0,1.2078234689869487,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb/,GCA_022845655.1 Oscillospiraceae bacterium,751be7710fcbe5b8651034de9b6cfd6a,0.1978319783197832,710000,54,198880000,-,SRR11126365,8bc4d485,275060000,51,DNA,10000,27506,True,0.8902011387915792,0.9687280877145472,0.9294646132530633,0.9687280877145472,False,110,38228,83591
710000,0.002581254998909329,0.16824644549763032,0.002581254998909329,0.0011843380268210693,1.3943661971830985,1.0,0.8636456178454023,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb/,GCF_945901455.1 Bilophila wadsworthia,60e96e40a20c3ac7c861efbdd814e510,0.16824644549763032,710000,55,198170000,-,SRR11126365,8bc4d485,275060000,51,DNA,10000,27506,True,0.8897163806385028,0.9656560562623389,0.9276862184504209,0.9656560562623389,False,99,38327,83591
